step,lr,in_warmup,bc1_m_convergence,bc2_v_convergence,inv_bc2_amplification,adam_amp,effective_lr,step_noise_power,step_signal_power,signal_dominance,signal_quality,cumulative_displacement,disruption_vs_xavier_emb,disruption_vs_xavier_enc,ln_V_random_baseline,v_halflife_693
949,0.00057,1,1.0,0.6134427574110192,1.6301439505462767,0.7832258661529374,0.0004464387437071743,0.00022033762827571908,0.0003496623717242809,1.58693898296269,0.6134427574110192,0.271035,11.4819929320567,4.33656,9.210340371976184,0.0
950,0.0005706,1,1.0,0.6138293146536082,1.6291173720895242,0.7834725998103624,0.0004470494654517928,0.00022034899305865114,0.00035025100694134885,1.589528511474165,0.6138293146536082,0.2716056,11.506165548755765,4.3456896,9.210340371976184,0.0
951,0.0005711999999999999,1,1.0,0.6142154853389545,1.6280931104303735,0.7837190091729015,0.00044766029803956124,0.00022036011477438914,0.0003508398852256108,1.5921206321062706,0.6142154853389545,0.2721768,11.530363583558618,4.3548288,9.210340371976184,0.0
952,0.0005718,1,1.0,0.6146012698536156,1.6270711582456994,0.783965094792884,0.0004482712412025711,0.0002203709938977026,0.00035142900610229743,1.5947153474537248,0.6146012698536156,0.2727486,11.554587036465254,4.3639776,9.210340371976184,0.0
953,0.0005723999999999999,1,1.0,0.6149866685837619,1.6260515082430584,0.7842108572212974,0.0004488822946734705,0.00022038163090265463,0.0003520183690973453,1.597312660113838,0.6149866685837619,0.273321,11.578835907475673,4.373136,9.210340371976184,0.0
954,0.0005729999999999999,1,1.0,0.6153716819151782,1.6250341531605257,0.7844562970077927,0.0004494934581854652,0.00022039202626260285,0.0003526079737373971,1.5999125726865249,0.6153716819151782,0.27389399999999997,11.603110196589876,4.3823039999999995,9.210340371976184,0.0
955,0.0005736,1,1.0,0.615756310233263,1.624019085766537,0.7847014147006892,0.0004501047314723153,0.0002204021804502003,0.00035319781954979963,1.602515087774299,0.615756310233263,0.2744676,11.627409903807866,4.3914816,9.210340371976184,0.0
956,0.0005742,1,1.0,0.6161405539230298,1.6230062988597291,0.7849462108469789,0.0004507161142683353,0.0002204120939373963,0.0003537879060626037,1.6051202079822815,0.6161405539230298,0.2750418,11.651735029129641,4.4006688,9.210340371976184,0.0
957,0.0005748,1,1.0,0.6165244133691068,1.6219957852687827,0.7851906859923307,0.00045132760630839163,0.0002204217671954374,0.0003543782328045626,1.6077279359182,0.6165244133691068,0.2756166,11.676085572555198,4.4098656,9.210340371976184,0.0
958,0.0005753999999999999,1,1.0,0.6169078889557377,1.6209875378522656,0.7854348406810954,0.0004519392073279022,0.0002204312006948685,0.0003549687993051314,1.6103382741923922,0.6169078889557377,0.276192,11.700461534084543,4.419072,9.210340371976184,0.0
959,0.0005759999999999999,1,1.0,0.6172909810667819,1.6199815494984764,0.7856786754563101,0.00045255091706283455,0.00022044039490553356,0.0003555596050944663,1.61295122541781,0.6172909810667819,0.276768,11.72486291371767,4.428288,9.210340371976184,0.0
960,0.0005766,1,1.0,0.6176736900857152,1.6189778131252912,0.7859221908597028,0.00045316273524970466,0.00022044935029657666,0.0003561506497034234,1.61556679221002,0.6176736900857152,0.2773446,11.749289711454582,4.4375136,9.210340371976184,0.0
961,0.0005771999999999999,1,1.0,0.6180560163956295,1.6179763216800092,0.7861653874316965,0.0004537746616255752,0.00022045806733644266,0.00035674193266355727,1.6181849771872072,0.6180560163956295,0.2779218,11.773741927295278,4.4467488,9.210340371976184,0.0
962,0.0005778,1,1.0,0.6184379603792338,1.6169770681391997,0.786408265711414,0.00045438669592805497,0.00022046654649287867,0.0003573334535071213,1.6208057829701776,0.6184379603792338,0.2784996,11.798219561239758,4.4559936,9.210340371976184,0.0
963,0.0005784,1,1.0,0.6188195224188546,1.6159800455085502,0.7866508262366821,0.0004549988378952969,0.00022047478823293448,0.0003579252117670655,1.6234292121823601,0.6188195224188546,0.279078,11.822722613288024,4.465248,9.210340371976184,0.0
964,0.000579,1,1.0,0.6192007028964357,1.6149852468227168,0.7868930695440364,0.000455611087265997,0.00022048279302296374,0.00035851720697703624,1.6260552674498092,0.6192007028964357,0.279657,11.847251083440073,4.474512,9.210340371976184,0.0
965,0.0005796,1,1.0,0.6195815021935392,1.6139926651451726,0.7871349961687253,0.0004562234437793932,0.00022049056132862464,0.00035910943867137535,1.6286839514012106,0.6195815021935392,0.2802366,11.871804971695909,4.4837856,9.210340371976184,0.0
966,0.0005801999999999999,1,1.0,0.6199619206913457,1.6130022935680595,0.7873766066447146,0.00045683590717526335,0.0002204980936148812,0.00035970190638511874,1.6313152666678785,0.6199619206913457,0.2808168,11.896384278055526,4.4930688,9.210340371976184,0.0
967,0.0005808,1,1.0,0.6203419587706545,1.6120141252120401,0.7876179015046918,0.000457448477193925,0.0002205053903460039,0.0003602946096539961,1.6339492158837627,0.6203419587706545,0.28139759999999997,11.92098900251893,4.5023615999999995,9.210340371976184,0.0
968,0.0005813999999999999,1,1.0,0.6207216168118836,1.611028153226152,0.7878588812800701,0.0004580611535762327,0.00022051245198557082,0.0003608875480144291,1.636585801685447,0.6207216168118836,0.281979,11.945619145086116,4.511664,9.210340371976184,0.0
969,0.0005819999999999999,1,1.0,0.6211008951950718,1.610044370787657,0.7880995465009937,0.00045867393606357826,0.00022051927899646817,0.0003614807210035318,1.63922502671216,0.6211008951950718,0.282561,11.97027470575709,4.520976,9.210340371976184,0.0
970,0.0005825999999999998,1,1.0,0.6214797942998768,1.6090627711019023,0.7883398976963406,0.0004592868243978879,0.00022052587184089175,0.0003620741281591081,1.6418668936057654,0.6214797942998768,0.2831436,11.994955684531847,4.5302976,9.210340371976184,0.0
971,0.0005832,1,1.0,0.6218583145055769,1.6080833474021707,0.7885799353937285,0.00045989981832162243,0.00022053223098034751,0.00036266776901965243,1.6445114050107768,0.6218583145055769,0.2837268,12.019662081410388,4.5396288,9.210340371976184,0.0
972,0.0005838,1,1.0,0.6222364561910714,1.6071060929495395,0.7888196601195177,0.0004605129175777744,0.00022053835687565253,0.0003632616431243475,1.6471585635743513,0.6222364561910714,0.2843106,12.044393896392716,4.5489696,9.210340371976184,0.0
973,0.0005843999999999999,1,1.0,0.6226142197348803,1.6061310010327374,0.7890590723988161,0.00046112612190986807,0.00022054424998693592,0.000363855750013064,1.6498083719462975,0.6226142197348803,0.284895,12.069151129478826,4.55832,9.210340371976184,0.0
974,0.000585,1,1.0,0.6229916055151454,1.6051580649680026,0.7892981727554836,0.00046173943106195796,0.00022054991077363994,0.0003644500892263601,1.6524608327790764,0.6229916055151454,0.28548,12.09393378066872,4.56768,9.210340371976184,0.0
975,0.0005855999999999999,1,1.0,0.6233686139096302,1.6041872780989421,0.7895369617121355,0.00046235284477862647,0.00022055533969452055,0.00036504466030547937,1.6551159487278035,0.6233686139096302,0.28606560000000003,12.118741849962401,4.5770496000000005,9.210340371976184,0.0
976,0.0005861999999999999,1,1.0,0.6237452452957206,1.603218633796391,0.7897754397901473,0.0004629663628049843,0.00022056053720764855,0.0003656394627923514,1.6577737224502544,0.6237452452957206,0.2866518,12.143575337359863,4.5864288,9.210340371976184,0.0
977,0.0005868,1,1.0,0.6241215000504249,1.6022521254582747,0.7900136075096587,0.00046357998488666765,0.00022056550377041065,0.00036623449622958927,1.6604341566068612,0.6241215000504249,0.2872386,12.168434242861112,4.5958176,9.210340371976184,0.0
978,0.0005874,1,1.0,0.6244973785503745,1.601287746509469,0.7902514653895775,0.0004641937107698378,0.00022057023983951003,0.00036682976016048994,1.663097253860722,0.6244973785503745,0.287826,12.193318566466147,4.605216,9.210340371976184,0.0
979,0.000588,1,1.0,0.624872881171824,1.600325490401664,0.7904890139475842,0.0004648075402011795,0.00022057474587096747,0.00036742525412903254,1.6657630168775992,0.624872881171824,0.288414,12.218228308174963,4.614624,9.210340371976184,0.0
980,0.0005885999999999999,1,1.0,0.6252480082906522,1.5993653506132257,0.7907262537001362,0.00046542147292790006,0.00022057902232012209,0.0003680209776798778,1.6684314483259248,0.6252480082906522,0.2890026,12.243163467987564,4.6240416,9.210340371976184,0.0
981,0.0005891999999999999,1,1.0,0.6256227602823616,1.5984073206490619,0.7909631851624711,0.0004660355086977279,0.0002205830696416325,0.00036861693035836744,1.6711025508768025,0.6256227602823616,0.2895918,12.268124045903951,4.6334688,9.210340371976184,0.0
982,0.0005898,1,1.0,0.6259971375220792,1.5974513940404873,0.7911998088486113,0.000466649647258911,0.0002205868882894777,0.0003692131117105223,1.6737763272040058,0.6259971375220792,0.2901816,12.293110041924121,4.6429056,9.210340371976184,0.0
983,0.0005903999999999999,1,1.0,0.6263711403845571,1.596497564345087,0.7914361252713683,0.0004672638883602158,0.00022059047871695746,0.00036980952128304247,1.67645277998399,0.6263711403845571,0.290772,12.318121456048075,4.652352,9.210340371976184,0.0
984,0.0005909999999999999,1,1.0,0.6267447692441726,1.5955458251465862,0.7916721349423463,0.00046787823175092663,0.000220593841376694,0.00037040615862330594,1.6791319118958856,0.6267447692441726,0.291363,12.343158288275816,4.661808,9.210340371976184,0.0
985,0.0005915999999999999,1,1.0,0.6271180244749284,1.5945961700547153,0.7919078383719461,0.0004684926771808432,0.0002205969767206323,0.00037100302327936754,1.6818137256215073,0.6271180244749284,0.2919546,12.368220538607341,4.6712736,9.210340371976184,0.0
986,0.0005922,1,1.0,0.6274909064504535,1.5936485927050796,0.79214323606937,0.0004691072244002809,0.00022059988520004145,0.0003716001147999585,1.6844982238453527,0.6274909064504535,0.2925468,12.39330820704265,4.6807488,9.210340371976184,0.0
987,0.0005928,1,1.0,0.627863415544003,1.5927030867590282,0.7923783285426244,0.0004697218731600677,0.000220602567265515,0.000372197432734485,1.6871854092546077,0.627863415544003,0.2931396,12.418421293581744,4.6902336,9.210340371976184,0.0
988,0.0005933999999999999,1,1.0,0.628235552128459,1.5917596459035226,0.7926131162985249,0.0004703366232115446,0.00022060502336697236,0.0003727949766330275,1.6898752845391467,0.628235552128459,0.293733,12.443559798224623,4.699728,9.210340371976184,0.0
989,0.000594,1,1.0,0.6286073165763306,1.590818263851009,0.7928475998427004,0.000470951474306564,0.0002206072539536596,0.0003733927460463404,1.6925678523915384,0.6286073165763306,0.294327,12.468723720971285,4.709232,9.210340371976184,0.0
990,0.0005945999999999999,1,1.0,0.6289787092597543,1.5898789343392896,0.7930817796795955,0.00047156642619748744,0.00022060925947415007,0.0003739907405258499,1.6952631155070457,0.6289787092597543,0.2949216,12.493913061821733,4.7187456,9.210340371976184,0.0
991,0.0005951999999999999,1,1.0,0.6293497305504945,1.588941651131393,0.7933156563124759,0.0004721814786371856,0.00022061104037634566,0.0003745889596236543,1.6979610765836288,0.6293497305504945,0.2955168,12.519127820775964,4.7282688,9.210340371976184,0.0
992,0.0005958,1,1.0,0.6297203808199441,1.588006408015449,0.7935492302434324,0.000472796631379037,0.0002206125971074773,0.00037518740289252265,1.7006617383219513,0.6297203808199441,0.2961126,12.54436799783398,4.7378016,9.210340371976184,0.0
993,0.0005964,1,1.0,0.6300906604391241,1.5870731988045623,0.7937825019733833,0.00047341188417692576,0.00022061393011410638,0.0003757860698858936,1.7033651034253765,0.6300906604391241,0.296709,12.56963359299578,4.747344,9.210340371976184,0.0
994,0.000597,1,1.0,0.6304605697786849,1.5861420173366862,0.7940154720020794,0.0004740272367852414,0.00022061503984212508,0.00037638496015787487,1.7060711745999761,0.6304605697786849,0.297306,12.594924606261365,4.756896,9.210340371976184,0.0
995,0.0005975999999999999,1,1.0,0.6308301092089063,1.5852128574744981,0.7942481408281081,0.0004746426889588773,0.00022061592673675758,0.0003769840732632423,1.7087799545545306,0.6308301092089063,0.2979036,12.620241037630734,4.7664576,9.210340371976184,0.0
996,0.0005981999999999999,1,1.0,0.6311992790996974,1.5842857131052757,0.7944805089488963,0.0004752582404532297,0.00022061659124256096,0.00037758340875743894,1.711491446000532,0.6311992790996974,0.2985018,12.645582887103888,4.7760288,9.210340371976184,0.0
997,0.0005988,1,1.0,0.6315680798205976,1.5833605781407742,0.7947125768607148,0.0004758738910241961,0.00022061703380342617,0.00037818296619657383,1.7142056516521829,0.6315680798205976,0.2991006,12.670950154680828,4.7856096,9.210340371976184,0.0
998,0.0005993999999999999,1,1.0,0.6319365117407771,1.582437446517102,0.7949443450586822,0.00047648964042817406,0.00022061725486257816,0.0003787827451374218,1.7169225742264105,0.6319365117407771,0.29969999999999997,12.696342840361549,4.7951999999999995,9.210340371976184,0.0
999,0.0006,1,1.0,0.6323045752290363,1.5815163121946023,0.7951758140367678,0.0004771054884220607,0.00022061725486257822,0.0003793827451374217,1.7196422164428526,0.6323045752290363,0.30029999999999996,12.721760944146055,4.804799999999999,9.210340371976184,0.0
1000,0.0006,0,1.0,0.6326722706538073,1.5805971691577285,0.7954069842877967,0.00047724419057267796,0.00022039663760771563,0.0003796033623922843,1.7223645810238768,0.6326722706538073,0.30089999999999995,12.747179047930564,4.814399999999999,9.210340371976184,0.0
1001,0.000599999946704138,0,1.0,0.6330395983831534,1.579680011414926,0.7956378563034525,0.0004773826713778661,0.00022017622141263705,0.00037982372529150096,1.7250896706945709,0.6330395983831534,0.30149999994670407,12.77259714945727,4.823999999147265,9.210340371976184,0.0
1002,0.000599999786816573,0,1.0,0.6334065587847704,1.5787648329985118,0.7958684305742817,0.00047752088867860954,0.00021995598657749166,0.0003800438002390813,1.7278174881827546,0.6334065587847704,0.30209999973352064,12.79801524421058,4.83359999573633,9.210340371976184,0.0
1003,0.0005999995203373681,0,1.0,0.6337731522259855,1.5778516279645567,0.7960987075896967,0.00047765884269501663,0.000219735932999075,0.00038026358733829306,1.730548036218973,0.6337731522259855,0.302699999253858,12.823433327674897,4.843199988061728,9.210340371976184,0.0
1004,0.0005999991472666285,0,1.0,0.6341393790737595,1.5769403903927652,0.7963286878379803,0.0004777965336467414,0.00021951606057418353,0.000380483086692445,1.7332813175365092,0.6341393790737595,0.3032999984011246,12.848851395334627,4.8527999744179935,9.210340371976184,0.0
1005,0.0005999986676045017,0,1.0,0.6345052396946858,1.57603111438636,0.7965583718062887,0.0004779339617529845,0.00021929636919961525,0.00038070229840488643,1.7360173348713808,0.6345052396946858,0.3038999970687291,12.87426944267419,4.862399953099666,9.210340371976184,0.0
1006,0.0005999980813511767,0,1.0,0.6348707344549911,1.575123794071964,0.7967877599806558,0.0004780711272324953,0.00021907685877216966,0.00038092122257900703,1.7387560909623432,0.6348707344549911,0.3044999951500803,12.899687465178008,4.871999922401285,9.210340371976184,0.0
1007,0.0005999973885068852,0,1.0,0.6352358637205361,1.5742184235994856,0.7970168528459961,0.0004782080303035741,0.00021885752918864793,0.0003811398593182373,1.741497588550894,0.6352358637205361,0.3050999925385872,12.925105458330512,4.8815998806173955,9.210340371976184,0.0
1008,0.0005999965890719007,0,1.0,0.6356006278568156,1.5733149971420013,0.797245650886109,0.0004783446711840728,0.00021863838034585285,0.0003813582087260479,1.7442418303812757,0.6356006278568156,0.3056999891276591,12.950523417616145,4.891199826042546,9.210340371976184,0.0
1009,0.0005999956830465387,0,1.0,0.6359650272289588,1.5724135088956428,0.7974741545836823,0.00047848105009139745,0.00021841941214058901,0.0003815762709059497,1.7469888192004759,0.6359650272289588,0.30629998481070564,12.975941338519366,4.90079975697129,9.210340371976184,0.0
1010,0.000599994670431157,0,1.0,0.6363290622017298,1.571513953079482,0.7977023644202954,0.0004786171672425098,0.0002182006244696629,0.000381794045961494,1.749738557758234,0.6363290622017298,0.3068999794811368,13.00135921652465,4.910399671698189,9.210340371976184,0.0
1011,0.0005999935512261553,0,1.0,0.636692733139528,1.5706163239354187,0.7979302808764235,0.0004787530228539289,0.00021798201722988308,0.0003820115339962722,1.7524910488070407,0.636692733139528,0.3074999730323629,13.026777047116486,4.919999568517807,9.210340371976184,0.0
1012,0.0005999923254319754,0,1.0,0.6370560404063885,1.569720615728066,0.7981579044314405,0.00047888861714173237,0.00021776359031805984,0.0003822287351139155,1.7552462951021435,0.6370560404063885,0.3080999653577949,13.052194825779381,4.929599445724718,9.210340371976184,0.0
1013,0.0005999909930491012,0,1.0,0.6374189843659821,1.5688268227446416,0.7983852355636233,0.0004790239503215589,0.0002175453436310061,0.0003824456494180951,1.7580042994015446,0.6374189843659821,0.30869995635084396,13.077612547997868,4.939199301613503,9.210340371976184,0.0
